D:\data\IMG\center_2020_05_27_23_07_41_027.jpg, D:\data\IMG\left_2020_05_27_23_07_41_027.jpg, D:\data\IMG\right_2020_05_27_23_07_41_027.jpg, 0, 1, 0, 30.19032
D:\data\IMG\center_2020_05_27_23_07_41_130.jpg, D:\data\IMG\left_2020_05_27_23_07_41_130.jpg, D:\data\IMG\right_2020_05_27_23_07_41_130.jpg, 0, 1, 0, 30.19039
D:\data\IMG\center_2020_05_27_23_07_41_233.jpg, D:\data\IMG\left_2020_05_27_23_07_41_233.jpg, D:\data\IMG\right_2020_05_27_23_07_41_233.jpg, 0, 1, 0, 30.19039
D:\data\IMG\center_2020_05_27_23_07_41_337.jpg, D:\data\IMG\left_2020_05_27_23_07_41_337.jpg, D:\data\IMG\right_2020_05_27_23_07_41_337.jpg, 0, 1, 0, 30.19038
D:\data\IMG\center_2020_05_27_23_07_41_438.jpg, D:\data\IMG\left_2020_05_27_23_07_41_438.jpg, D:\data\IMG\right_2020_05_27_23_07_41_438.jpg, -0.3029607, 1, 0, 30.17151
D:\data\IMG\center_2020_05_27_23_07_41_542.jpg, D:\data\IMG\left_2020_05_27_23_07_41_542.jpg, D:\data\IMG\right_2020_05_27_23_07_41_542.jpg, -0.003153002, 1, 0, 30.18895
D:\data\IMG\center_2020_05_27_23_07_41_650.jpg, D:\data\IMG\left_2020_05_27_23_07_41_650.jpg, D:\data\IMG\right_2020_05_27_23_07_41_650.jpg, 0, 1, 0, 30.19184
D:\data\IMG\center_2020_05_27_23_07_41_750.jpg, D:\data\IMG\left_2020_05_27_23_07_41_750.jpg, D:\data\IMG\right_2020_05_27_23_07_41_750.jpg, 0, 1, 0, 30.18987
D:\data\IMG\center_2020_05_27_23_07_41_854.jpg, D:\data\IMG\left_2020_05_27_23_07_41_854.jpg, D:\data\IMG\right_2020_05_27_23_07_41_854.jpg, 0, 1, 0, 30.19009
D:\data\IMG\center_2020_05_27_23_07_41_956.jpg, D:\data\IMG\left_2020_05_27_23_07_41_956.jpg, D:\data\IMG\right_2020_05_27_23_07_41_956.jpg, -0.2546928, 1, 0, 30.17619
D:\data\IMG\center_2020_05_27_23_07_42_061.jpg, D:\data\IMG\left_2020_05_27_23_07_42_061.jpg, D:\data\IMG\right_2020_05_27_23_07_42_061.jpg, -0.5475186, 1, 0, 30.14401
D:\data\IMG\center_2020_05_27_23_07_42_162.jpg, D:\data\IMG\left_2020_05_27_23_07_42_162.jpg, D:\data\IMG\right_2020_05_27_23_07_42_162.jpg, -0.2424627, 1, 0, 30.19287
D:\data\IMG\center_2020_05_27_23_07_42_265.jpg, D:\data\IMG\left_2020_05_27_23_07_42_265.jpg, D:\data\IMG\right_2020_05_27_23_07_42_265.jpg, 0, 1, 0, 30.18641
D:\data\IMG\center_2020_05_27_23_07_42_368.jpg, D:\data\IMG\left_2020_05_27_23_07_42_368.jpg, D:\data\IMG\right_2020_05_27_23_07_42_368.jpg, 0, 1, 0, 30.19054
D:\data\IMG\center_2020_05_27_23_07_42_469.jpg, D:\data\IMG\left_2020_05_27_23_07_42_469.jpg, D:\data\IMG\right_2020_05_27_23_07_42_469.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_42_575.jpg, D:\data\IMG\left_2020_05_27_23_07_42_575.jpg, D:\data\IMG\right_2020_05_27_23_07_42_575.jpg, 0, 1, 0, 30.19034
D:\data\IMG\center_2020_05_27_23_07_42_675.jpg, D:\data\IMG\left_2020_05_27_23_07_42_675.jpg, D:\data\IMG\right_2020_05_27_23_07_42_675.jpg, 0, 1, 0, 30.19034
D:\data\IMG\center_2020_05_27_23_07_42_775.jpg, D:\data\IMG\left_2020_05_27_23_07_42_775.jpg, D:\data\IMG\right_2020_05_27_23_07_42_775.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_42_875.jpg, D:\data\IMG\left_2020_05_27_23_07_42_875.jpg, D:\data\IMG\right_2020_05_27_23_07_42_875.jpg, 0, 1, 0, 30.1903
D:\data\IMG\center_2020_05_27_23_07_42_979.jpg, D:\data\IMG\left_2020_05_27_23_07_42_979.jpg, D:\data\IMG\right_2020_05_27_23_07_42_979.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_43_083.jpg, D:\data\IMG\left_2020_05_27_23_07_43_083.jpg, D:\data\IMG\right_2020_05_27_23_07_43_083.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_43_186.jpg, D:\data\IMG\left_2020_05_27_23_07_43_186.jpg, D:\data\IMG\right_2020_05_27_23_07_43_186.jpg, 0, 1, 0, 30.18979
D:\data\IMG\center_2020_05_27_23_07_43_290.jpg, D:\data\IMG\left_2020_05_27_23_07_43_290.jpg, D:\data\IMG\right_2020_05_27_23_07_43_290.jpg, -0.1519593, 1, 0, 30.18405
D:\data\IMG\center_2020_05_27_23_07_43_392.jpg, D:\data\IMG\left_2020_05_27_23_07_43_392.jpg, D:\data\IMG\right_2020_05_27_23_07_43_392.jpg, -0.2742708, 1, 0, 30.17792
D:\data\IMG\center_2020_05_27_23_07_43_496.jpg, D:\data\IMG\left_2020_05_27_23_07_43_496.jpg, D:\data\IMG\right_2020_05_27_23_07_43_496.jpg, 0, 1, 0, 30.18884
D:\data\IMG\center_2020_05_27_23_07_43_598.jpg, D:\data\IMG\left_2020_05_27_23_07_43_598.jpg, D:\data\IMG\right_2020_05_27_23_07_43_598.jpg, 0, 1, 0, 30.19014
D:\data\IMG\center_2020_05_27_23_07_43_699.jpg, D:\data\IMG\left_2020_05_27_23_07_43_699.jpg, D:\data\IMG\right_2020_05_27_23_07_43_699.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2020_05_27_23_07_43_803.jpg, D:\data\IMG\left_2020_05_27_23_07_43_803.jpg, D:\data\IMG\right_2020_05_27_23_07_43_803.jpg, 0, 1, 0, 30.19032
D:\data\IMG\center_2020_05_27_23_07_43_907.jpg, D:\data\IMG\left_2020_05_27_23_07_43_907.jpg, D:\data\IMG\right_2020_05_27_23_07_43_907.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_44_007.jpg, D:\data\IMG\left_2020_05_27_23_07_44_007.jpg, D:\data\IMG\right_2020_05_27_23_07_44_007.jpg, -0.234705, 1, 0, 30.17724
D:\data\IMG\center_2020_05_27_23_07_44_110.jpg, D:\data\IMG\left_2020_05_27_23_07_44_110.jpg, D:\data\IMG\right_2020_05_27_23_07_44_110.jpg, 0, 1, 0, 30.18911
D:\data\IMG\center_2020_05_27_23_07_44_214.jpg, D:\data\IMG\left_2020_05_27_23_07_44_214.jpg, D:\data\IMG\right_2020_05_27_23_07_44_214.jpg, 0, 1, 0, 30.19024
D:\data\IMG\center_2020_05_27_23_07_44_319.jpg, D:\data\IMG\left_2020_05_27_23_07_44_319.jpg, D:\data\IMG\right_2020_05_27_23_07_44_319.jpg, 0, 1, 0, 30.18988
D:\data\IMG\center_2020_05_27_23_07_44_425.jpg, D:\data\IMG\left_2020_05_27_23_07_44_425.jpg, D:\data\IMG\right_2020_05_27_23_07_44_425.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_44_527.jpg, D:\data\IMG\left_2020_05_27_23_07_44_527.jpg, D:\data\IMG\right_2020_05_27_23_07_44_527.jpg, -0.2907201, 1, 0, 30.17322
D:\data\IMG\center_2020_05_27_23_07_44_628.jpg, D:\data\IMG\left_2020_05_27_23_07_44_628.jpg, D:\data\IMG\right_2020_05_27_23_07_44_628.jpg, -0.04191633, 1, 0, 30.19065
D:\data\IMG\center_2020_05_27_23_07_44_728.jpg, D:\data\IMG\left_2020_05_27_23_07_44_728.jpg, D:\data\IMG\right_2020_05_27_23_07_44_728.jpg, 0, 1, 0, 30.18999
D:\data\IMG\center_2020_05_27_23_07_44_830.jpg, D:\data\IMG\left_2020_05_27_23_07_44_830.jpg, D:\data\IMG\right_2020_05_27_23_07_44_830.jpg, 0, 1, 0, 30.19027
D:\data\IMG\center_2020_05_27_23_07_44_938.jpg, D:\data\IMG\left_2020_05_27_23_07_44_938.jpg, D:\data\IMG\right_2020_05_27_23_07_44_938.jpg, 0, 1, 0, 30.19027
D:\data\IMG\center_2020_05_27_23_07_45_038.jpg, D:\data\IMG\left_2020_05_27_23_07_45_038.jpg, D:\data\IMG\right_2020_05_27_23_07_45_038.jpg, -0.0231474, 1, 0, 30.19038
D:\data\IMG\center_2020_05_27_23_07_45_140.jpg, D:\data\IMG\left_2020_05_27_23_07_45_140.jpg, D:\data\IMG\right_2020_05_27_23_07_45_140.jpg, -0.3296463, 1, 0, 30.16606
D:\data\IMG\center_2020_05_27_23_07_45_243.jpg, D:\data\IMG\left_2020_05_27_23_07_45_243.jpg, D:\data\IMG\right_2020_05_27_23_07_45_243.jpg, -0.03697412, 1, 0, 30.19039
D:\data\IMG\center_2020_05_27_23_07_45_348.jpg, D:\data\IMG\left_2020_05_27_23_07_45_348.jpg, D:\data\IMG\right_2020_05_27_23_07_45_348.jpg, 0, 1, 0, 30.18996
D:\data\IMG\center_2020_05_27_23_07_45_452.jpg, D:\data\IMG\left_2020_05_27_23_07_45_452.jpg, D:\data\IMG\right_2020_05_27_23_07_45_452.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2020_05_27_23_07_45_557.jpg, D:\data\IMG\left_2020_05_27_23_07_45_557.jpg, D:\data\IMG\right_2020_05_27_23_07_45_557.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_45_658.jpg, D:\data\IMG\left_2020_05_27_23_07_45_658.jpg, D:\data\IMG\right_2020_05_27_23_07_45_658.jpg, -0.1022916, 1, 0, 30.18773
D:\data\IMG\center_2020_05_27_23_07_45_759.jpg, D:\data\IMG\left_2020_05_27_23_07_45_759.jpg, D:\data\IMG\right_2020_05_27_23_07_45_759.jpg, -0.1363572, 1, 0, 30.18918
D:\data\IMG\center_2020_05_27_23_07_45_864.jpg, D:\data\IMG\left_2020_05_27_23_07_45_864.jpg, D:\data\IMG\right_2020_05_27_23_07_45_864.jpg, 0, 1, 0, 30.18998
D:\data\IMG\center_2020_05_27_23_07_45_968.jpg, D:\data\IMG\left_2020_05_27_23_07_45_968.jpg, D:\data\IMG\right_2020_05_27_23_07_45_968.jpg, 0, 1, 0, 30.19026
D:\data\IMG\center_2020_05_27_23_07_46_071.jpg, D:\data\IMG\left_2020_05_27_23_07_46_071.jpg, D:\data\IMG\right_2020_05_27_23_07_46_071.jpg, 0, 1, 0, 30.19001
D:\data\IMG\center_2020_05_27_23_07_46_172.jpg, D:\data\IMG\left_2020_05_27_23_07_46_172.jpg, D:\data\IMG\right_2020_05_27_23_07_46_172.jpg, -0.1116771, 1, 0, 30.18717
D:\data\IMG\center_2020_05_27_23_07_46_276.jpg, D:\data\IMG\left_2020_05_27_23_07_46_276.jpg, D:\data\IMG\right_2020_05_27_23_07_46_276.jpg, -0.2971014, 1, 0, 30.17231
D:\data\IMG\center_2020_05_27_23_07_46_378.jpg, D:\data\IMG\left_2020_05_27_23_07_46_378.jpg, D:\data\IMG\right_2020_05_27_23_07_46_378.jpg, 0, 1, 0, 30.18959
D:\data\IMG\center_2020_05_27_23_07_46_480.jpg, D:\data\IMG\left_2020_05_27_23_07_46_480.jpg, D:\data\IMG\right_2020_05_27_23_07_46_480.jpg, 0, 1, 0, 30.19022
D:\data\IMG\center_2020_05_27_23_07_46_584.jpg, D:\data\IMG\left_2020_05_27_23_07_46_584.jpg, D:\data\IMG\right_2020_05_27_23_07_46_584.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_46_685.jpg, D:\data\IMG\left_2020_05_27_23_07_46_685.jpg, D:\data\IMG\right_2020_05_27_23_07_46_685.jpg, -0.3028746, 1, 0, 30.16998
D:\data\IMG\center_2020_05_27_23_07_46_789.jpg, D:\data\IMG\left_2020_05_27_23_07_46_789.jpg, D:\data\IMG\right_2020_05_27_23_07_46_789.jpg, -0.03167402, 1, 0, 30.19048
D:\data\IMG\center_2020_05_27_23_07_46_891.jpg, D:\data\IMG\left_2020_05_27_23_07_46_891.jpg, D:\data\IMG\right_2020_05_27_23_07_46_891.jpg, 0, 1, 0, 30.19
D:\data\IMG\center_2020_05_27_23_07_46_996.jpg, D:\data\IMG\left_2020_05_27_23_07_46_996.jpg, D:\data\IMG\right_2020_05_27_23_07_46_996.jpg, 0, 1, 0, 30.19027
D:\data\IMG\center_2020_05_27_23_07_47_098.jpg, D:\data\IMG\left_2020_05_27_23_07_47_098.jpg, D:\data\IMG\right_2020_05_27_23_07_47_098.jpg, -0.3029874, 1, 0, 30.17118
D:\data\IMG\center_2020_05_27_23_07_47_198.jpg, D:\data\IMG\left_2020_05_27_23_07_47_198.jpg, D:\data\IMG\right_2020_05_27_23_07_47_198.jpg, 0, 1, 0, 30.18943
D:\data\IMG\center_2020_05_27_23_07_47_299.jpg, D:\data\IMG\left_2020_05_27_23_07_47_299.jpg, D:\data\IMG\right_2020_05_27_23_07_47_299.jpg, 0, 1, 0, 30.1897
D:\data\IMG\center_2020_05_27_23_07_47_404.jpg, D:\data\IMG\left_2020_05_27_23_07_47_404.jpg, D:\data\IMG\right_2020_05_27_23_07_47_404.jpg, 0, 1, 0, 30.19027
D:\data\IMG\center_2020_05_27_23_07_47_508.jpg, D:\data\IMG\left_2020_05_27_23_07_47_508.jpg, D:\data\IMG\right_2020_05_27_23_07_47_508.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_47_611.jpg, D:\data\IMG\left_2020_05_27_23_07_47_611.jpg, D:\data\IMG\right_2020_05_27_23_07_47_611.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_47_714.jpg, D:\data\IMG\left_2020_05_27_23_07_47_714.jpg, D:\data\IMG\right_2020_05_27_23_07_47_714.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_47_814.jpg, D:\data\IMG\left_2020_05_27_23_07_47_814.jpg, D:\data\IMG\right_2020_05_27_23_07_47_814.jpg, -0.2520768, 1, 0, 30.17532
D:\data\IMG\center_2020_05_27_23_07_47_918.jpg, D:\data\IMG\left_2020_05_27_23_07_47_918.jpg, D:\data\IMG\right_2020_05_27_23_07_47_918.jpg, 0, 1, 0, 30.1895
D:\data\IMG\center_2020_05_27_23_07_48_021.jpg, D:\data\IMG\left_2020_05_27_23_07_48_021.jpg, D:\data\IMG\right_2020_05_27_23_07_48_021.jpg, 0, 1, 0, 30.19016
D:\data\IMG\center_2020_05_27_23_07_48_125.jpg, D:\data\IMG\left_2020_05_27_23_07_48_125.jpg, D:\data\IMG\right_2020_05_27_23_07_48_125.jpg, 0, 1, 0, 30.19049
D:\data\IMG\center_2020_05_27_23_07_48_230.jpg, D:\data\IMG\left_2020_05_27_23_07_48_230.jpg, D:\data\IMG\right_2020_05_27_23_07_48_230.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_48_330.jpg, D:\data\IMG\left_2020_05_27_23_07_48_330.jpg, D:\data\IMG\right_2020_05_27_23_07_48_330.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_48_433.jpg, D:\data\IMG\left_2020_05_27_23_07_48_433.jpg, D:\data\IMG\right_2020_05_27_23_07_48_433.jpg, 0, 1, 0, 30.19033
D:\data\IMG\center_2020_05_27_23_07_48_535.jpg, D:\data\IMG\left_2020_05_27_23_07_48_535.jpg, D:\data\IMG\right_2020_05_27_23_07_48_535.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_05_27_23_07_48_635.jpg, D:\data\IMG\left_2020_05_27_23_07_48_635.jpg, D:\data\IMG\right_2020_05_27_23_07_48_635.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2020_05_27_23_07_48_738.jpg, D:\data\IMG\left_2020_05_27_23_07_48_738.jpg, D:\data\IMG\right_2020_05_27_23_07_48_738.jpg, -0.2881803, 1, 0, 30.17169
D:\data\IMG\center_2020_05_27_23_07_48_839.jpg, D:\data\IMG\left_2020_05_27_23_07_48_839.jpg, D:\data\IMG\right_2020_05_27_23_07_48_839.jpg, 0, 1, 0, 30.18913
D:\data\IMG\center_2020_05_27_23_07_48_941.jpg, D:\data\IMG\left_2020_05_27_23_07_48_941.jpg, D:\data\IMG\right_2020_05_27_23_07_48_941.jpg, 0, 1, 0, 30.19009
D:\data\IMG\center_2020_05_27_23_07_49_041.jpg, D:\data\IMG\left_2020_05_27_23_07_49_041.jpg, D:\data\IMG\right_2020_05_27_23_07_49_041.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2020_05_27_23_07_49_142.jpg, D:\data\IMG\left_2020_05_27_23_07_49_142.jpg, D:\data\IMG\right_2020_05_27_23_07_49_142.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2020_05_27_23_07_49_247.jpg, D:\data\IMG\left_2020_05_27_23_07_49_247.jpg, D:\data\IMG\right_2020_05_27_23_07_49_247.jpg, 0, 1, 0, 30.19046
D:\data\IMG\center_2020_05_27_23_07_49_347.jpg, D:\data\IMG\left_2020_05_27_23_07_49_347.jpg, D:\data\IMG\right_2020_05_27_23_07_49_347.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2020_05_27_23_07_49_450.jpg, D:\data\IMG\left_2020_05_27_23_07_49_450.jpg, D:\data\IMG\right_2020_05_27_23_07_49_450.jpg, -0.2703759, 1, 0, 30.17351
D:\data\IMG\center_2020_05_27_23_07_49_555.jpg, D:\data\IMG\left_2020_05_27_23_07_49_555.jpg, D:\data\IMG\right_2020_05_27_23_07_49_555.jpg, -0.03216481, 1, 0, 30.1906
D:\data\IMG\center_2020_05_27_23_07_49_657.jpg, D:\data\IMG\left_2020_05_27_23_07_49_657.jpg, D:\data\IMG\right_2020_05_27_23_07_49_657.jpg, 0, 1, 0, 30.19012
